,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio,ROI
79,The Rock (1996),335062621.0,75000000.0,2601000.0,7.4,136,301888.0,2.39,346.7501613333333
1247,Fame (2009),80227619.0,18000000.0,10011682.0,5.1,107,15646.0,2.35,345.70899444444444
474,The Gift (2000),44567606.0,10000000.0,11827.0,6.6,112,61133.0,1.85,345.67606
562,I Am Sam (2001),97818139.0,22000000.0,25993.0,7.7,132,138998.0,1.85,344.62790454545456
1393,Kung Fu Panda 2 (2011),665692281.0,150000000.0,47835000.0,7.2,90,240504.0,2.39,343.794854
561,Gosford Park (2001),87754044.0,19800000.0,3395759.0,7.2,131,76660.0,2.35,343.2022424242424
553,Not Another Teen Movie (2001),66468332.0,15000000.0,12615116.0,5.7,89,93439.0,1.85,343.1222133333333
23,Mighty Morphin Power Rangers: The Movie (1995),66433194.0,15000000.0,13104788.0,5.2,95,24325.0,1.85,342.88796
1149,Burn After Reading (2008),163720069.0,37000000.0,19128001.0,7.0,96,297136.0,1.85,342.486672972973
345,Runaway Bride (1999),309457509.0,70000000.0,35055556.0,5.5,116,89733.0,2.39,342.0821557142857
499,The Mummy Returns (2001),433013274.0,98000000.0,68139035.0,6.3,130,291571.0,2.39,341.85027959183674
704,Tremors (1990),48572000.0,11000000.0,3731520.0,7.1,96,113607.0,1.85,341.56363636363636
1743,The SpongeBob Movie: Sponge Out of Water (2015),325186032.0,74000000.0,55365012.0,6.0,92,46089.0,1.85,339.4405837837838
1445,Sherlock Holmes: A Game of Shadows (2011),545448418.0,125000000.0,39637079.0,7.5,129,406205.0,2.39,336.3587344
779,The Day After Tomorrow (2004),544272402.0,125000000.0,85807341.0,6.4,124,400649.0,2.39,335.4179216
647,The Hours (2002),108846072.0,25000000.0,338622.0,7.5,110,120193.0,1.85,335.384288
1252,This Is It (2009),261183588.0,60000000.0,23234394.0,7.2,111,37524.0,1.78,335.30598
386,Scent of a Woman (1992),134895607.0,31000000.0,357468.0,8.0,156,244341.0,1.85,335.1471193548387
714,Underworld (2003),95708457.0,22000000.0,21753759.0,7.0,121,245346.0,2.35,335.0384409090909
1561,The Croods (2013),587204668.0,135000000.0,43639736.0,7.2,98,183102.0,2.39,334.9664207407408
1430,In Time (2011),173930596.0,40000000.0,12050368.0,6.7,109,356506.0,2.35,334.82649000000004
1821,Central Intelligence (2016),217196811.0,50000000.0,35535250.0,6.3,107,149124.0,2.35,334.393622
353,The Pelican Brief (1993),195268056.0,45000000.0,16600000.0,6.6,141,73106.0,2.35,333.92901333333333
1246,Zombieland (2009),102391540.0,23600000.0,24733155.0,7.6,88,498359.0,2.39,333.86245762711866
1845,Arrival (2016),203388186.0,47000000.0,24000000.0,7.9,116,554139.0,2.39,332.74082127659574
480,Traffic (2000),207515725.0,48000000.0,15517549.0,7.6,147,190226.0,1.85,332.3244270833333
650,Darkness Falls (2003),47488536.0,11000000.0,12024917.0,5.0,86,29482.0,2.35,331.71396363636364
1755,San Andreas (2015),473990832.0,110000000.0,54588173.0,6.0,114,201774.0,2.39,330.90075636363633
274,Edward Scissorhands (1990),86024005.0,20000000.0,159622.0,7.9,105,428985.0,1.85,330.120025
411,Hook (1991),300854823.0,70000000.0,13522535.0,6.8,142,223883.0,2.39,329.7926042857143
140,Jaws 3-D (1983),87987055.0,20500000.0,13422500.0,3.7,99,37450.0,2.39,329.20514634146343
1856,Moana (2016),643331111.0,150000000.0,56631401.0,7.6,107,246373.0,2.39,328.88740733333333
1675,How to Train Your Dragon 2 (2014),621537519.0,145000000.0,49451322.0,7.8,102,291974.0,2.39,328.6465648275862
1619,The Best Man Holiday (2013),72835710.0,17000000.0,30593000.0,6.7,123,14423.0,2.35,328.44535294117645
206,Wag the Dog (1997),64217092.0,15000000.0,7778122.0,7.2,97,76414.0,1.85,328.11394666666666
799,The Village (2004),256697520.0,60000000.0,50746142.0,6.5,108,234745.0,1.85,327.8292
827,Closer (2004),115505027.0,27000000.0,7707972.0,7.2,104,196064.0,1.85,327.7963962962963
129,101 Dalmatians (1996),320689294.0,75000000.0,45073479.0,5.7,103,96812.0,2.20,327.5857253333333
1411,Friends with Benefits (2011),149542245.0,35000000.0,18622150.0,6.5,109,327547.0,2.35,327.2635571428571
1203,Fast & Furious (2009),363164265.0,85000000.0,70950500.0,6.6,107,251719.0,2.39,327.25207647058824
1484,Moonrise Kingdom (2012),68263166.0,16000000.0,522996.0,7.8,94,303624.0,1.85,326.6447875
1725,Into the Woods (2014),212902372.0,50000000.0,31051923.0,5.9,125,127435.0,2.39,325.80474399999997
266,The Untouchables (1987),106240936.0,25000000.0,10023094.0,7.9,119,265999.0,2.20,324.96374399999996
1464,Journey 2: The Mysterious Island (2012),335260290.0,79000000.0,27335363.0,5.8,94,87881.0,1.78,324.3801139240506
1533,Lincoln (2012),275293450.0,65000000.0,21049406.0,7.3,150,235920.0,2.39,323.5283846153846
1794,Fifty Shades of Black (2016),21164799.0,5000000.0,5900528.0,3.5,92,18489.0,2.35,323.29598000000004
493,Spy Kids (2001),147934180.0,35000000.0,1576897.0,5.4,88,103830.0,1.85,322.6690857142857
1885,The Boss Baby (2017),527965936.0,125000000.0,50198902.0,6.3,97,101156.0,2.39,322.3727488
1708,St. Vincent (2014),54837234.0,13000000.0,109878.0,7.2,102,92089.0,1.85,321.82487692307694
1519,Hotel Transylvania (2012),358375603.0,85000000.0,42522194.0,7.1,91,213250.0,1.85,321.61835647058825
1668,Maleficent (2014),758539785.0,180000000.0,69431298.0,7.0,97,328351.0,2.35,321.4109916666667
699,American Wedding (2003),231449203.0,55000000.0,33369440.0,6.3,96,187946.0,2.39,320.8167327272727
1022,Premonition (2007),84146832.0,20000000.0,17558689.0,5.9,96,70870.0,2.35,320.73416
1650,Captain America: The Winter Soldier (2014),714766572.0,170000000.0,95023721.0,7.7,136,701803.0,2.39,320.45092470588236
944,Over the Hedge (2006),336002996.0,80000000.0,38457003.0,6.7,83,153115.0,1.85,320.003745
1312,Machete (2010),44093316.0,10500000.0,14102888.0,6.6,105,186253.0,1.85,319.93634285714285
357,Stop Making Sense (1984),5027479.0,1200000.0,21051.0,8.6,88,11772.0,1.85,318.95658333333336
1683,Dawn of the Planet of the Apes (2014),710644566.0,170000000.0,72611427.0,7.6,130,400598.0,1.85,318.02621529411766
1269,Valentine's Day (2010),216485654.0,52000000.0,63135312.0,5.7,125,110244.0,1.85,316.3185653846154
1315,The Town (2010),154026136.0,37000000.0,23808032.0,7.5,125,334808.0,2.39,316.28685405405406
1130,Hancock (2008),624386746.0,150000000.0,62603879.0,6.4,92,428425.0,2.39,316.2578306666667
1013,Ratatouille (2007),623722818.0,150000000.0,47027395.0,8.0,111,608711.0,2.39,315.815212
1784,Pitch Perfect 3 (2017),185736412.0,45000000.0,19928525.0,5.8,93,51037.0,1.85,312.7475822222222
52,Hard Target (1993),74189677.0,18000000.0,10106500.0,6.2,97,42355.0,1.85,312.1648722222222
225,Doctor Dolittle (1998),294456605.0,71500000.0,29014324.0,5.4,85,88660.0,1.33,311.8274195804196
1736,Doctor Strange (2016),677718395.0,165000000.0,85058311.0,7.5,115,558561.0,1.78,310.73842121212124
934,Inside Man (2006),184376254.0,45000000.0,28954945.0,7.6,129,323551.0,2.35,309.7250088888889
750,Along Came Polly (2004),171963386.0,42000000.0,32450825.0,6.0,90,121989.0,1.85,309.43663333333336
580,Panic Room (2002),196397415.0,48000000.0,30056751.0,6.8,112,246294.0,2.39,309.16128125
1184,Marley & Me (2008),244082376.0,60000000.0,36367586.0,7.1,111,141227.0,2.35,306.80396
20,Die Hard with a Vengeance (1995),366101666.0,90000000.0,22162245.0,7.6,128,351221.0,2.39,306.77962888888885
393,Scream 3 (2000),161830000.0,40000000.0,34713342.0,5.6,116,118726.0,2.35,304.575
485,Hannibal (2001),351692268.0,87000000.0,58003121.0,6.8,131,243954.0,1.85,304.2439862068965
1691,The Hundred-Foot Journey (2014),88880821.0,22000000.0,11123000.0,7.3,122,72888.0,2.39,304.0037318181818
563,Another 48 Hrs. (1990),153518974.0,38000000.0,19400000.0,5.9,93,36816.0,1.85,303.9973
581,The Rookie (2002),80693537.0,20000000.0,16021684.0,6.9,127,30969.0,2.35,303.46768499999996
1618,The Book Thief (2013),76586316.0,19000000.0,4864861.0,7.6,131,122722.0,2.35,303.0858736842105
1162,Madagascar: Escape 2 Africa (2008),603900354.0,150000000.0,63106589.0,6.6,89,194317.0,1.44,302.600236
1054,The Bourne Ultimatum (2007),442824138.0,110000000.0,69283690.0,8.0,115,590367.0,2.39,302.5673981818182
1759,Trainwreck (2015),140795793.0,35000000.0,30097040.0,6.2,125,125531.0,2.35,302.27369428571427
1829,Sully (2016),240797623.0,60000000.0,35028301.0,7.4,96,219878.0,1.90,301.32937166666665
1665,Chef (2014),44099145.0,11000000.0,204961.0,7.3,114,183919.0,2.35,300.90131818181817
1083,Enchanted (2007),340487652.0,85000000.0,34440317.0,7.0,107,170624.0,1.78,300.57370823529413
789,The Notebook (2004),116072707.0,29000000.0,13464745.0,7.8,123,494738.0,2.35,300.25071379310344
1734,Ant-Man (2015),519445163.0,130000000.0,57225526.0,7.3,117,537029.0,1.85,299.57320230769227
1712,Big Hero 6 (2014),657827828.0,165000000.0,56215889.0,7.8,102,390851.0,2.39,298.6835321212121
866,Mr. & Mrs. Smith (2005),478207520.0,120000000.0,50342878.0,6.5,120,433401.0,2.39,298.5062666666667
1507,Bachelorette (2012),11947954.0,3000000.0,181494.0,5.3,87,44111.0,2.35,298.2651333333334
157,Austin Powers: International Man of Mystery (1997),67683989.0,17000000.0,9548111.0,7.0,94,213827.0,2.39,298.1411117647059
1607,Captain Phillips (2013),218791811.0,55000000.0,25718314.0,7.8,134,402382.0,2.35,297.8032927272727
1477,The Lucky One (2012),99357138.0,25000000.0,22518358.0,6.5,101,97705.0,2.35,297.428552
857,Sin City (2005),158753820.0,40000000.0,29120273.0,8.0,124,726940.0,1.85,296.88455
524,Jurassic Park III (2001),368780809.0,93000000.0,50771645.0,5.9,92,284891.0,1.37,296.53850430107525
611,xXx (2002),277448382.0,70000000.0,44506103.0,5.9,124,169574.0,2.39,296.3548314285714
939,Scary Movie 4 (2006),178262620.0,45000000.0,40222875.0,5.1,83,110029.0,1.85,296.1391555555556
1408,One Day (2011),59389433.0,15000000.0,5079566.0,7.0,107,132486.0,2.35,295.92955333333333
227,Armageddon (1998),553709788.0,140000000.0,36089972.0,6.7,151,382954.0,2.20,295.50699142857144
436,X-Men (2000),296339527.0,75000000.0,54471475.0,7.4,104,553053.0,2.39,295.11936933333334
1772,The Revenant (2015),532950503.0,135000000.0,38000000.0,8.0,156,663095.0,2.39,294.7781503703704
1416,Final Destination 5 (2011),157887643.0,40000000.0,18031396.0,5.8,92,102126.0,2.39,294.7191075
1693,Teenage Mutant Ninja Turtles (2014),493333584.0,125000000.0,65575105.0,5.8,101,195946.0,2.35,294.6668672
1280,Clash of the Titans (2010),493214993.0,125000000.0,61235105.0,5.8,106,263292.0,2.39,294.5719944
1900,It Comes At Night (2017),19720203.0,5000000.0,5988370.0,6.2,91,76649.0,2.40,294.40406
947,The Break-Up (2006),204999686.0,52000000.0,39172785.0,5.8,106,120945.0,1.85,294.23016538461536
1569,This Is the End (2013),126041322.0,32000000.0,20719162.0,6.6,107,371929.0,2.35,293.87913125
1326,Inside Job (2010),7871522.0,2000000.0,39649.0,8.2,109,67028.0,2.35,293.5761
653,Firefox (1982),70687344.0,18000000.0,8152948.0,6.0,136,24132.0,2.20,292.7074666666667
1567,Scary Movie 5 (2013),78378744.0,20000000.0,14157367.0,3.5,88,62687.0,1.85,291.89372
1085,I Am Legend (2007),585349010.0,150000000.0,77211321.0,7.2,101,659103.0,2.35,290.2326733333333
1877,The Lego Batman Movie (2017),311950384.0,80000000.0,53003468.0,7.3,104,124486.0,2.35,289.93798000000004
1088,The Bucket List (2007),175372502.0,45000000.0,582534.0,7.4,97,221883.0,1.85,289.7166711111111
1825,Ice Age: Collision Course (2016),408579038.0,105000000.0,21373064.0,5.7,94,52643.0,1.78,289.1228933333333
27,Disclosure (1994),214015089.0,55000000.0,10068126.0,6.1,128,44364.0,2.35,289.1183436363636
938,Stay Alive (2006),27105095.0,7000000.0,10726406.0,5.1,85,29282.0,2.35,287.2156428571428
299,The Jewel of the Nile (1985),96773200.0,25000000.0,6645455.0,6.1,106,48512.0,2.35,287.0928
1628,Lone Survivor (2013),154802912.0,40000000.0,84857.0,7.5,121,255957.0,2.35,287.00728
93,Ransom (1996),309492681.0,80000000.0,34216088.0,6.6,121,114478.0,1.85,286.86585125
304,You've Got Mail (1998),250821495.0,65000000.0,18426749.0,6.6,119,184660.0,1.85,285.87922307692304
1559,Snitch (2013),57824674.0,15000000.0,13167607.0,6.4,112,80495.0,2.35,285.49782666666664
1455,Contraband (2012),96262212.0,25000000.0,24349815.0,6.5,109,113670.0,2.35,285.048848
949,Cars (2006),461981126.0,120000000.0,60119509.0,7.1,117,347860.0,1.37,284.98427166666664
1842,The Girl on the Train (2016),173185859.0,45000000.0,24536265.0,6.5,112,160198.0,1.85,284.8574644444445
796,The Bourne Supremacy (2004),288500217.0,75000000.0,52521865.0,7.7,108,419260.0,2.39,284.666956
993,Happy Feet (2006),384335608.0,100000000.0,41533432.0,6.4,108,163425.0,1.33.1,284.335608
365,The Best Man (1999),34573780.0,9000000.0,9031660.0,6.8,120,8800.0,1.85,284.1531111111111
970,John Tucker Must Die (2006),68824526.0,18000000.0,14276534.0,5.8,89,77268.0,1.85,282.35847777777775
1186,Bride Wars (2009),114663461.0,30000000.0,21058173.0,5.5,89,97205.0,1.85,282.21153666666663
1801,Dirty Grandpa (2016),105078449.0,27500000.0,11111875.0,5.9,102,107445.0,2.35,282.1034509090909
1500,Hope Springs (2012),114281051.0,30000000.0,14650121.0,6.3,100,39549.0,2.35,280.93683666666664
370,Backdraft (1991),152368585.0,40000000.0,15723480.0,6.7,137,68489.0,2.20,280.9214625
618,The Banger Sisters (2002),38068353.0,10000000.0,10037846.0,5.6,98,14114.0,2.35,280.68353
90,A Time to Kill (1996),152266007.0,40000000.0,19630000.0,7.5,149,124345.0,2.39,280.66501750000003
1084,Awake (2007),32685679.0,8600000.0,5856872.0,6.5,84,70978.0,2.35,280.06603488372093
32,Outbreak (1995),189859560.0,50000000.0,13420387.0,6.6,127,109960.0,1.85,279.71912
1614,Thor: The Dark World (2013),644783140.0,170000000.0,85737841.0,6.9,112,568140.0,2.39,279.2842
33,The Specialist (1994),170400000.0,45000000.0,14300000.0,5.6,110,60328.0,1.85,278.6666666666667
1104,Vantage Point (2008),151161491.0,40000000.0,22874936.0,6.6,90,141813.0,2.35,277.9037275
287,King Kong (1976),90614445.0,24000000.0,7023921.0,5.9,134,28507.0,2.35,277.5601875
261,Ever After: A Cinderella Story (1998),98005666.0,26000000.0,8526904.0,7.0,121,66753.0,2.39,276.9448692307692
110,Sleepers (1996),165615285.0,44000000.0,12305745.0,7.6,147,180474.0,2.35,276.398375
1141,Pineapple Express (2008),101624843.0,27000000.0,23245025.0,7.0,111,304691.0,2.35,276.3883074074074
804,Without a Paddle (2004),71274967.0,19000000.0,13528946.0,5.9,95,43013.0,2.35,275.1314052631579
719,School of Rock (2003),131282949.0,35000000.0,19622714.0,7.1,109,255437.0,1.85,275.09414
1065,Into the Wild (2007),56255142.0,15000000.0,212440.0,8.1,148,544698.0,2.35,275.03427999999997
164,My Best Friend's Wedding (1997),172168576.0,46000000.0,21678377.0,6.3,105,122721.0,2.39,274.2795130434783
29,Interview with the Vampire: The Vampire Chronicles (1994),223664608.0,60000000.0,36389705.0,7.6,123,283784.0,1.85,272.77434666666664
1071,Michael Clayton (2007),92991835.0,25000000.0,719910.0,7.2,119,151733.0,2.35,271.96734
831,Choose Me (1984),2602206.0,700000.0,56231.0,6.8,106,2488.0,1.85,271.7437142857143
1089,The Kite Runner (2007),74180745.0,20000000.0,471713.0,7.6,128,75735.0,2.35,270.903725
174,Air Force One (1997),315156409.0,85000000.0,37132505.0,6.5,124,172945.0,2.39,270.77224588235293
1229,Obsessed (2009),73830340.0,20000000.0,28612730.0,5.0,108,28256.0,2.35,269.1517
375,The Cider House Rules (1999),88545092.0,24000000.0,110098.0,7.4,126,90383.0,2.39,268.93788333333333
1200,Knowing (2009),183593586.0,50000000.0,24604751.0,6.2,121,214079.0,2.35,267.187172
1440,The Muppets (2011),165184237.0,45000000.0,29239026.0,7.1,103,84759.0,1.85,267.0760822222222
754,Barbershop 2: Back in Business (2004),65971313.0,18000000.0,24241612.0,5.7,106,13807.0,1.85,266.5072944444444
1038,Ocean's Thirteen (2007),311312624.0,85000000.0,36133403.0,6.9,122,307538.0,2.39,266.25014588235297
1015,Music and Lyrics (2007),145896422.0,40000000.0,15875471.0,6.5,104,93858.0,1.85,264.741055
409,Romeo Must Die (2000),91036760.0,25000000.0,18014503.0,6.1,115,64807.0,2.35,264.14704
1542,Jack Reacher (2012),218340595.0,60000000.0,15210156.0,7.0,130,295170.0,2.35,263.9009916666667
1159,The Secret Life of Bees (2008),39947322.0,11000000.0,10527799.0,7.3,114,23324.0,2.35,263.15747272727276
1363,Sanctum (2011),108943221.0,30000000.0,9447930.0,5.9,108,52084.0,1.85,263.14407
659,Old School (2003),87055349.0,24000000.0,17453216.0,7.1,88,208632.0,2.35,262.7306208333333
527,Planet of the Apes (2001),362211740.0,100000000.0,68532960.0,5.7,119,205398.0,2.35,262.21174
1006,Letters from Iwo Jima (2006),68673228.0,19000000.0,122548.0,7.9,141,149616.0,2.39,261.43804210526315
216,City of Angels (1998),198685114.0,55000000.0,15369048.0,6.7,114,110012.0,2.39,261.2456618181818
273,The Player (1992),28876701.0,8000000.0,302216.0,7.5,124,51592.0,1.85,260.95876250000003
179,L.A. Confidential (1997),126216940.0,35000000.0,5211198.0,8.2,138,510649.0,2.39,260.61982857142857
1709,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",100654149.0,28000000.0,18360230.0,6.2,81,38914.0,2.39,259.47910357142854
1753,Paul Blart: Mall Cop 2 (2015),107588225.0,30000000.0,23762435.0,4.4,94,32534.0,1.85,258.62741666666665
34,Stargate (1994),196600000.0,55000000.0,16600000.0,7.1,116,169634.0,2.39,257.4545454545455
675,Holes (2003),71406573.0,20000000.0,16300155.0,7.0,117,73326.0,1.85,257.032865
149,Donnie Brasco (1997),124909762.0,35000000.0,11660216.0,7.7,127,264048.0,2.35,256.8850342857143
595,The Bourne Identity (2002),214034224.0,60000000.0,27118640.0,7.9,119,489356.0,2.39,256.72370666666666
1039,Hostel: Part II (2007),35633963.0,10000000.0,8203391.0,5.5,94,82678.0,2.35,256.33963
572,The Good Son (1993),60417219.0,17000000.0,12500000.0,6.4,87,34996.0,1.85,255.39540588235292
654,How to Lose a Guy in 10 Days (2003),177371441.0,50000000.0,23774850.0,6.4,116,199369.0,1.85,254.74288199999998
984,The Grudge 2 (2006),70711175.0,20000000.0,20825300.0,5.0,102,45862.0,1.85,253.555875
1275,Remember Me (2010),56506120.0,16000000.0,8089139.0,7.1,113,132834.0,1.85,253.16325
1797,Sisters (2015),105929161.0,30000000.0,13922855.0,6.0,118,60862.0,2.35,253.0972033333333
641,About Schmidt (2002),105834556.0,30000000.0,282367.0,7.1,125,119646.0,1.85,252.78185333333334
549,Shallow Hal (2001),141069860.0,40000000.0,22518295.0,5.9,114,123714.0,1.85,252.67464999999999
1844,The Accountant (2016),155160045.0,44000000.0,24710273.0,7.3,128,246141.0,2.35,252.6364659090909
1091,National Treasure: Book of Secrets (2007),457364600.0,130000000.0,65444195.0,6.5,124,211725.0,2.39,251.81892307692308
1606,Cloudy with a Chance of Meatballs 2 (2013),274325949.0,78000000.0,34017930.0,6.4,95,85459.0,2.35,251.69993461538462
1572,The Hangover Part III (2013),362000072.0,103000000.0,41775000.0,5.8,100,281900.0,2.39,251.45638058252428
599,Minority Report (2002),358372926.0,102000000.0,35677125.0,7.6,145,486318.0,2.39,251.34600588235293
794,A Cinderella Story (2004),70164105.0,20000000.0,13623350.0,5.9,95,77740.0,1.85,250.820525
1554,21 & Over (2013),45582380.0,13000000.0,8754168.0,5.8,93,70311.0,2.35,250.63369230769231
1115,Forgetting Sarah Marshall (2008),105173115.0,30000000.0,17725330.0,7.1,111,254356.0,1.37,250.57705
1502,Diary of a Wimpy Kid: Dog Days (2012),77112176.0,22000000.0,14623599.0,6.3,94,20569.0,1.78,250.5098909090909
1723,Wild (2014),52501541.0,15000000.0,4113752.0,7.1,115,114772.0,2.35,250.01027333333332
1674,The Equalizer (2014),192330738.0,55000000.0,34137828.0,7.2,132,316404.0,2.39,249.69225090909092
1108,Horton Hears a Who! (2008),297138014.0,85000000.0,45012998.0,6.8,86,125155.0,1.85,249.57413411764705
1046,Live Free or Die Hard (2007),383531464.0,110000000.0,33369559.0,7.1,128,379301.0,2.35,248.6649672727273
1741,The Wedding Ringer (2015),80171596.0,23000000.0,24500000.0,6.6,101,68688.0,2.35,248.57215652173915
1555,Safe Haven (2013),97594140.0,28000000.0,21401594.0,6.7,115,100401.0,2.35,248.5505
793,Anchorman: The Legend of Ron Burgundy (2004),90574188.0,26000000.0,28416365.0,7.2,94,318440.0,1.85,248.36226153846152
742,Honey (2003),62682926.0,18000000.0,12856040.0,5.4,94,42147.0,1.85,248.2384777777778
36,Clear and Present Danger (1994),215887717.0,62000000.0,20348017.0,6.9,141,85279.0,2.35,248.2059951612903
651,Final Destination 2 (2003),90426405.0,26000000.0,16017141.0,6.2,90,146027.0,1.85,247.79386538461537
854,Robots (2005),260718330.0,75000000.0,36045301.0,6.3,91,127304.0,1.85,247.62444000000002
824,National Treasure (2004),347451894.0,100000000.0,35142554.0,6.8,131,293685.0,2.39,247.45189399999998
1255,A Plumm Summer (2007),12828102.0,3700000.0,889758.0,6.0,99,361.0,1.85,246.70545945945946
1310,Piranha 3D (2010),83188165.0,24000000.0,10106872.0,5.4,88,83678.0,2.35,246.61735416666664
1822,Jason Bourne (2016),415484914.0,120000000.0,59215365.0,6.6,123,198723.0,2.39,246.23742833333333
1809,Money Monster (2016),93466095.0,27000000.0,14788157.0,6.5,98,90395.0,2.39,246.1707222222222
1631,Anchorman 2: The Legend Continues (2013),172952707.0,50000000.0,26232425.0,6.3,119,162161.0,2.35,245.905414
1586,The Wolverine (2013),414828246.0,120000000.0,53113752.0,6.7,126,415269.0,2.39,245.690205
920,Big Momma's House 2 (2006),138259062.0,40000000.0,27736056.0,4.7,99,39171.0,1.85,245.64765500000001
1402,Takers (2010),69055695.0,20000000.0,20512304.0,6.2,107,55575.0,2.35,245.27847500000001
1377,Diary of a Wimpy Kid: Rodrick Rules (2011),72417394.0,21000000.0,23751502.0,6.5,99,24371.0,1.78,244.84473333333332
1397,Mr. Popper's Penguins (2011),189624452.0,55000000.0,18445355.0,6.0,94,83986.0,1.85,244.77173090909093
330,Tarzan (1999),448191819.0,130000000.0,34361342.0,7.3,88,192620.0,1.66,244.76293769230767
556,Jimmy Neutron: Boy Genius (2001),102992536.0,30000000.0,18554948.0,6.0,82,29328.0,1.85,243.30845333333335
1328,RED (2010),199006387.0,58000000.0,21761408.0,7.0,111,278872.0,2.35,243.1144603448276
1308,The Expendables (2010),274470394.0,80000000.0,34825135.0,6.5,103,316224.0,2.35,243.0879925
130,Die Hard 2 (1990),240031094.0,70000000.0,21744661.0,7.2,124,323759.0,2.20,242.90156285714284
35,Star Trek: Generations (1994),120000000.0,35000000.0,23100000.0,6.6,118,73200.0,2.39,242.85714285714283
1343,Love & Other Drugs (2010),102820008.0,30000000.0,9739161.0,6.7,112,173287.0,1.85,242.73335999999998
600,Mr. Deeds (2002),171269535.0,50000000.0,37162787.0,5.8,96,131212.0,1.85,242.53906999999998
70,Primal Fear (1996),102616183.0,30000000.0,9900000.0,7.7,129,173304.0,1.85,242.05394333333334
598,Lilo & Stitch (2002),273144151.0,80000000.0,35260212.0,7.2,85,158696.0,1.66,241.43018875
1317,Eat Pray Love (2010),204594016.0,60000000.0,23104523.0,5.8,133,82754.0,1.85,240.99002666666664
1277,The Bounty Hunter (2010),136333522.0,40000000.0,20686423.0,5.6,110,117104.0,2.35,240.83380499999998
814,Shall We Dance (2004),170128460.0,50000000.0,11783467.0,6.1,106,41899.0,1.85,240.25691999999998
881,Junebug (2005),3399228.0,1000000.0,74739.0,6.9,106,21699.0,1.85,239.9228
1638,Divergent (2014),288885818.0,85000000.0,54607747.0,6.7,139,411271.0,2.35,239.86566823529412
953,Click (2006),237681299.0,70000000.0,40011365.0,6.4,107,293773.0,1.85,239.54471285714286
1311,The American (2010),67876281.0,20000000.0,16662333.0,6.3,105,88868.0,2.35,239.381405
1300,Grown Ups (2010),271430189.0,80000000.0,40506562.0,5.9,102,218852.0,1.85,239.28773625000002
710,Once Upon a Time in Mexico (2003),98185582.0,29000000.0,23424118.0,6.4,102,149304.0,1.78,238.57097241379313
1769,Vacation (2015),104884188.0,31000000.0,14681108.0,6.1,99,92031.0,2.35,238.33609032258062
223,Mulan (1998),304320254.0,90000000.0,22745143.0,7.6,88,236662.0,1.85,238.13361555555556
1176,The Wrestler (2008),20258819.0,6000000.0,202714.0,7.9,109,282696.0,2.39,237.6469833333333
1332,127 Hours (2010),60738797.0,18000000.0,264851.0,7.6,94,335248.0,1.85,237.43776111111112
1457,The Grey (2011),84339696.0,25000000.0,19665101.0,6.8,117,234352.0,2.35,237.35878399999999
802,The Princess Diaries 2: Royal Engagement (2004),134734481.0,40000000.0,22956453.0,5.8,113,70590.0,1.85,236.8362025
1629,Saving Mr. Banks (2013),117867984.0,35000000.0,9344381.0,7.5,125,146069.0,2.39,236.76566857142856
267,Broadcast News (1987),67331309.0,20000000.0,197542.0,7.2,133,25631.0,1.85,236.656545
845,Boogeyman (2005),67192859.0,20000000.0,19020655.0,4.2,89,29057.0,1.85,235.964295
801,Collateral (2004),217764291.0,65000000.0,24701458.0,7.5,120,345213.0,2.35,235.02198615384614
1494,Madea's Witness Protection (2012),66899242.0,20000000.0,25390575.0,4.9,114,9786.0,1.85,234.49621000000002
513,Cats & Dogs (2001),200687492.0,60000000.0,21707617.0,5.1,87,54501.0,1.85,234.47915333333333
1540,Warm Bodies (2013),116980662.0,35000000.0,20353967.0,6.9,98,213348.0,2.35,234.23046285714287
727,Elephant (2003),10020543.0,3000000.0,93356.0,7.2,81,82817.0,1.85,234.01809999999998
745,Something's Gotta Give (2003),266728738.0,80000000.0,16064723.0,6.7,128,107303.0,1.85,233.41092250000003
741,Dragnet (1987),66673516.0,20000000.0,10542669.0,6.0,106,30458.0,1.85,233.36758
128,Star Trek: First Contact (1996),150000000.0,45000000.0,30716131.0,7.6,111,114046.0,2.39,233.33333333333334
1899,Captain Underpants: The First Epic Movie (2017),126577874.0,38000000.0,23851539.0,6.2,89,23560.0,1.85,233.09966842105263
1878,Rings (2017),83018523.0,25000000.0,13002632.0,4.5,102,36011.0,1.85,232.074092
1539,Zero Dark Thirty (2012),132820716.0,40000000.0,417150.0,7.4,157,260198.0,1.85,232.05179
643,Two Weeks Notice (2002),199043242.0,60000000.0,14328494.0,6.1,101,101986.0,1.85,231.73873666666665
1568,Pain & Gain (2013),86175291.0,26000000.0,20244505.0,6.4,129,194022.0,2.39,231.4434269230769
1553,A Good Day to Die Hard (2013),304654182.0,92000000.0,24834845.0,5.3,98,192970.0,1.85,231.14585
1591,The Smurfs 2 (2013),347545360.0,105000000.0,17548389.0,5.3,105,35871.0,1.85,230.99558095238098
1053,No Reservations (2007),92601050.0,28000000.0,11704357.0,6.3,104,68363.0,2.35,230.71803571428572
1663,Godzilla (2014),529076069.0,160000000.0,93188384.0,6.4,123,364491.0,2.39,230.67254312499998
